year,value
1990,0.21225
1991,0.21225
1992,0.21225
1993,0.21225
1994,0.1315
1995,0.1315
1996,0.1315
1997,0.1315
1998,0.1315
1999,0.1315
2000,0.1315
2001,0.1315
2002,0.1315
2003,0.1315
2004,0.1315
2005,0.1315
2006,0.1315
2007,0.1315
2008,0.1315
2009,0.1315
2010,0.1315
2011,0.1315
2012,0.256
2013,0.256
2014,0.256
2015,0.2845
2016,0.2845
2017,0.2845
2018,0.2845
2019,0.2845
2020,0.21525
2021,0.21525
2022,0.21525
2023,0.21525
2024,0.21525
2025,0.21525
