year,value
1990,0.56575
1991,0.56575
1992,0.56575
1993,0.56575
1994,0.56575
1995,0.56575
1996,0.56575
1997,0.56575
1998,0.56575
1999,0.56575
2000,0.56575
2001,0.56575
2002,0.56575
2003,0.591
2004,0.591
2005,0.591
2006,0.591
2007,0.591
2008,0.591
2009,0.591
2010,0.591
2011,0.591
2012,0.591
2013,0.591
2014,0.6145
2015,0.6145
2016,0.7115
2017,0.7115
2018,0.7115
2019,0.7115
2020,0.7115
2021,0.7115
2022,0.74925
2023,0.75475
2024,0.856
2025,0.856
