year,value
1990,0.592
1991,0.592
1992,0.592
1993,0.592
1994,0.592
1995,0.592
1996,0.592
1997,0.592
1998,0.592
1999,0.546
2000,0.5855
2001,0.5855
2002,0.73375
2003,0.73375
2004,0.73375
2005,0.72175
2006,0.72175
2007,0.7755
2008,0.8205
2009,0.8325
2010,0.84275
2011,0.84275
2012,0.8685
2013,0.9775
2014,0.9775
2015,0.985
2016,0.99875
2017,0.99875
2018,0.998
2019,0.998
2020,0.99575
2021,0.99575
2022,0.996
2023,0.9895
2024,0.9945
2025,0.9945
