year,value
1990,0.6045
1991,0.6045
1992,0.55075
1993,0.508
1994,0.508
1995,0.508
1996,0.508
1997,0.508
1998,0.508
1999,0.508
2000,0.531
2001,0.525
2002,0.4935
2003,0.401
2004,0.713
2005,0.898
2006,0.981
2007,0.93275
2008,0.9785
2009,0.9785
2010,0.9785
2011,0.9785
2012,0.9785
2013,0.9605
2014,0.969
2015,0.91175
2016,0.83725
2017,0.8345
2018,0.90375
2019,0.9275
2020,0.9515
2021,0.9645
2022,0.76075
2023,0.7725
2024,0.77425
2025,0.87375
